filename,product_name,variant_color_or_view,catalog_page,wix_product_handle
Laserette_Motel_Keychain__Package-View-2.jpeg,Laserette Motel Keychain,Package-View-2,58,laserette_motel_keychain
Laserette_Motel_Keychain__Black.jpeg,Laserette Motel Keychain,Black,59,laserette_motel_keychain
Laserette_Motel_Keychain__White.jpeg,Laserette Motel Keychain,White,59,laserette_motel_keychain
Laserette_Motel_Keychain__Brown.jpeg,Laserette Motel Keychain,Brown,59,laserette_motel_keychain
Laserette_Motel_Keychain__Rawhide.jpeg,Laserette Motel Keychain,Rawhide,59,laserette_motel_keychain
Laserette_Motel_Keychain__Gray.jpeg,Laserette Motel Keychain,Gray,59,laserette_motel_keychain
Laserette_Motel_Keychain__Navy.jpeg,Laserette Motel Keychain,Navy,59,laserette_motel_keychain
Laserette_Motel_Keychain__Red.jpeg,Laserette Motel Keychain,Red,59,laserette_motel_keychain
Laserette_Motel_Keychain__Pink.jpeg,Laserette Motel Keychain,Pink,59,laserette_motel_keychain
Laserette_Motel_Keychain__Sage.jpeg,Laserette Motel Keychain,Sage,59,laserette_motel_keychain
Laserette_Motel_Keychain__Holographic.jpeg,Laserette Motel Keychain,Holographic,59,laserette_motel_keychain
Laserette_Motel_Keychain__Metallic-Gold.jpeg,Laserette Motel Keychain,Metallic-Gold,59,laserette_motel_keychain
Laserette_Motel_Keychain__Metallic-Silver.jpeg,Laserette Motel Keychain,Metallic-Silver,59,laserette_motel_keychain
Stylus_Gel_Pen__Stainless-Steel-1.jpeg,Stylus Gel Pen,Stainless-Steel-1,60,stylus_gel_pen
Stylus_Gel_Pen__Sublimation-1.jpeg,Stylus Gel Pen,Sublimation-1,60,stylus_gel_pen
Stylus_Gel_Pen__Stainless-Steel-2.jpeg,Stylus Gel Pen,Stainless-Steel-2,60,stylus_gel_pen
Stylus_Gel_Pen__Stainless-Steel-3.jpeg,Stylus Gel Pen,Stainless-Steel-3,60,stylus_gel_pen
Stylus_Gel_Pen__Sublimation-2.jpeg,Stylus Gel Pen,Sublimation-2,60,stylus_gel_pen
Stylus_Gel_Pen__Sublimation-3.jpeg,Stylus Gel Pen,Sublimation-3,60,stylus_gel_pen
Mechanical_Pencil__Stainless-Steel.jpeg,Mechanical Pencil,Stainless-Steel,61,mechanical_pencil
Mechanical_Pencil__Sublimation.jpeg,Mechanical Pencil,Sublimation,61,mechanical_pencil
Mechanical_Pencil__Accessories-1.jpeg,Mechanical Pencil,Accessories-1,61,mechanical_pencil
Mechanical_Pencil__Accessories-2.jpeg,Mechanical Pencil,Accessories-2,61,mechanical_pencil
Mechanical_Pencil__Accessories-3.jpeg,Mechanical Pencil,Accessories-3,61,mechanical_pencil
Sublimation_Tumblers_and_Blanks__Section-Header.jpeg,Sublimation Tumblers and Blanks,Section-Header,62,sublimation_tumblers_and_blanks
12oz_Camper_Mug_-_Sublimation__View-1.jpeg,12oz Camper Mug - Sublimation,View-1,63,12oz_camper_mug_-_sublimation
12oz_Wine_-_Sublimation__View-1.jpeg,12oz Wine - Sublimation,View-1,63,12oz_wine_-_sublimation
12oz_Sippy_-_Sublimation__View-1.jpeg,12oz Sippy - Sublimation,View-1,63,12oz_sippy_-_sublimation
12oz_Slim_Duozie_-_Sublimation__View-1.jpeg,12oz Slim Duozie - Sublimation,View-1,63,12oz_slim_duozie_-_sublimation
12oz_Thick_Duozie_-_Sublimation__View-1.jpeg,12oz Thick Duozie - Sublimation,View-1,63,12oz_thick_duozie_-_sublimation
14oz_Skinny_-_Sublimation__View-1.jpeg,14oz Skinny - Sublimation,View-1,63,14oz_skinny_-_sublimation
18oz_Hydro_-_Sublimation__View-1.jpeg,18oz Hydro - Sublimation,View-1,63,18oz_hydro_-_sublimation
18oz_Hydro_Sub_SS_-_Sublimation__View-1.jpeg,18oz Hydro Sub SS - Sublimation,View-1,63,18oz_hydro_sub_ss_-_sublimation
20oz_Skinny_Regular-Shimmer-Glow_-_Sublimation__View-1.jpeg,20oz Skinny Regular-Shimmer-Glow - Sublimation,View-1,63,20oz_skinny_regular-shimmer-glow_-_sublimation
20oz_Thick_-_Sublimation__View-1.jpeg,20oz Thick - Sublimation,View-1,63,20oz_thick_-_sublimation
30oz_Skinny_-_Sublimation__View-1.jpeg,30oz Skinny - Sublimation,View-1,63,30oz_skinny_-_sublimation
30oz_Thick_-_Sublimation__View-1.jpeg,30oz Thick - Sublimation,View-1,63,30oz_thick_-_sublimation
32oz_Hydro_-_Sublimation__View-1.jpeg,32oz Hydro - Sublimation,View-1,64,32oz_hydro_-_sublimation
32oz_Hydro_Sub_SS_-_Sublimation__View-1.jpeg,32oz Hydro Sub SS - Sublimation,View-1,64,32oz_hydro_sub_ss_-_sublimation
40oz_Sub_SS_-_Sublimation__View-1.jpeg,40oz Sub SS - Sublimation,View-1,64,40oz_sub_ss_-_sublimation
40oz_Regular-Shimmer_-_Sublimation__View-1.jpeg,40oz Regular-Shimmer - Sublimation,View-1,64,40oz_regular-shimmer_-_sublimation
20oz_Cooler_and_Cocktail_Shaker_-_Sublimation__View-1.jpeg,20oz Cooler and Cocktail Shaker - Sublimation,View-1,64,20oz_cooler_and_cocktail_shaker_-_sublimation
Universal_Can_Cooler_-_Sublimation__View-1.jpeg,Universal Can Cooler - Sublimation,View-1,64,universal_can_cooler_-_sublimation
14oz_Skinny_-_Sublimation__View-2.jpeg,14oz Skinny - Sublimation,View-2,64,14oz_skinny_-_sublimation
14oz_Thick_-_Sublimation__View-1.jpeg,14oz Thick - Sublimation,View-1,64,14oz_thick_-_sublimation
14oz_Round_Mug_-_Sublimation__View-1.jpeg,14oz Round Mug - Sublimation,View-1,64,14oz_round_mug_-_sublimation
22oz_Tapered_-_Sublimation__View-1.jpeg,22oz Tapered - Sublimation,View-1,64,22oz_tapered_-_sublimation
25oz_Barrel_Football_-_Sublimation__View-1.jpeg,25oz Barrel Football - Sublimation,View-1,64,25oz_barrel_football_-_sublimation
16oz_Wine_-_Sublimation__View-1.jpeg,16oz Wine - Sublimation,View-1,64,16oz_wine_-_sublimation
12oz_Camper_Mug_-_Sublimation__View-2.jpeg,12oz Camper Mug - Sublimation,View-2,65,12oz_camper_mug_-_sublimation
12oz_Wine_-_Sublimation__View-2.jpeg,12oz Wine - Sublimation,View-2,65,12oz_wine_-_sublimation
12oz_Thick_Duozie_-_Sublimation__View-2.jpeg,12oz Thick Duozie - Sublimation,View-2,65,12oz_thick_duozie_-_sublimation
20oz_Tumbler_-_Sublimation__View-1.jpeg,20oz Tumbler - Sublimation,View-1,65,20oz_tumbler_-_sublimation
20oz_Skinny_-_Sublimation__View-1.jpeg,20oz Skinny - Sublimation,View-1,65,20oz_skinny_-_sublimation
30oz_Skinny_-_Sublimation__View-2.jpeg,30oz Skinny - Sublimation,View-2,65,30oz_skinny_-_sublimation
32oz_Tapered_-_Sublimation__View-1.jpeg,32oz Tapered - Sublimation,View-1,65,32oz_tapered_-_sublimation
Kitchen_Towel_-_Sublimation__View-1.jpeg,Kitchen Towel - Sublimation,View-1,66,kitchen_towel_-_sublimation
4in_Wind_Spinner_-_Sublimation__View-1.jpeg,4in Wind Spinner - Sublimation,View-1,66,4in_wind_spinner_-_sublimation
8in_Wind_Spinner_-_Sublimation__View-1.jpeg,8in Wind Spinner - Sublimation,View-1,66,8in_wind_spinner_-_sublimation
Shimmer_Pouch_-_Sublimation__View-1.jpeg,Shimmer Pouch - Sublimation,View-1,66,shimmer_pouch_-_sublimation
Luggage_Tag_-_Sublimation__View-1.jpeg,Luggage Tag - Sublimation,View-1,66,luggage_tag_-_sublimation
4in_Coaster_-_Sublimation__View-1.jpeg,4in Coaster - Sublimation,View-1,66,4in_coaster_-_sublimation
Bottle_Opener_-_Sublimation__View-1.jpeg,Bottle Opener - Sublimation,View-1,66,bottle_opener_-_sublimation
Stainless_Steel_Tumblers__Section-Header-1.jpeg,Stainless Steel Tumblers,Section-Header-1,67,stainless_steel_tumblers
Stainless_Steel_Tumblers__Section-Header-2.jpeg,Stainless Steel Tumblers,Section-Header-2,67,stainless_steel_tumblers
6oz_Flask_-_Stainless_Steel__View-1.jpeg,6oz Flask - Stainless Steel,View-1,68,6oz_flask_-_stainless_steel
8oz_Sippy_-_Stainless_Steel__View-1.jpeg,8oz Sippy - Stainless Steel,View-1,68,8oz_sippy_-_stainless_steel
12oz_Kids_-_Stainless_Steel__View-1.jpeg,12oz Kids - Stainless Steel,View-1,68,12oz_kids_-_stainless_steel
12oz_Camper_-_Stainless_Steel__View-1.jpeg,12oz Camper - Stainless Steel,View-1,68,12oz_camper_-_stainless_steel
12oz_Wine_-_Stainless_Steel__View-1.jpeg,12oz Wine - Stainless Steel,View-1,68,12oz_wine_-_stainless_steel
12oz_Sippy_Duo_-_Stainless_Steel__View-1.jpeg,12oz Sippy Duo - Stainless Steel,View-1,68,12oz_sippy_duo_-_stainless_steel
12oz_Mason_Jar_-_Stainless_Steel__View-1.jpeg,12oz Mason Jar - Stainless Steel,View-1,68,12oz_mason_jar_-_stainless_steel
12oz_Thick_Duozie_-_Stainless_Steel__View-1.jpeg,12oz Thick Duozie - Stainless Steel,View-1,68,12oz_thick_duozie_-_stainless_steel
12oz_Slim_Duozie_-_Stainless_Steel__View-1.jpeg,12oz Slim Duozie - Stainless Steel,View-1,68,12oz_slim_duozie_-_stainless_steel
14oz_Skinny_-_Stainless_Steel__View-1.jpeg,14oz Skinny - Stainless Steel,View-1,68,14oz_skinny_-_stainless_steel
14oz_Thick_-_Stainless_Steel__View-1.jpeg,14oz Thick - Stainless Steel,View-1,68,14oz_thick_-_stainless_steel
14oz_Round_Mug_-_Stainless_Steel__View-1.jpeg,14oz Round Mug - Stainless Steel,View-1,68,14oz_round_mug_-_stainless_steel
16oz_Wine_-_Stainless_Steel__View-1.jpeg,16oz Wine - Stainless Steel,View-1,68,16oz_wine_-_stainless_steel
16oz_Pencil_Cup_-_Stainless_Steel__View-1.jpeg,16oz Pencil Cup - Stainless Steel,View-1,69,16oz_pencil_cup_-_stainless_steel
18oz_Hydro_-_Stainless_Steel__View-1.jpeg,18oz Hydro - Stainless Steel,View-1,69,18oz_hydro_-_stainless_steel
20oz_Tumbler_-_Stainless_Steel__View-1.jpeg,20oz Tumbler - Stainless Steel,View-1,69,20oz_tumbler_-_stainless_steel
20oz_Curve_-_Stainless_Steel__View-1.jpeg,20oz Curve - Stainless Steel,View-1,69,20oz_curve_-_stainless_steel
20oz_Skinny_-_Stainless_Steel__View-1.jpeg,20oz Skinny - Stainless Steel,View-1,69,20oz_skinny_-_stainless_steel
20oz_Thick_-_Stainless_Steel__View-1.jpeg,20oz Thick - Stainless Steel,View-1,69,20oz_thick_-_stainless_steel
22oz_Tapered_-_Stainless_Steel__View-1.jpeg,22oz Tapered - Stainless Steel,View-1,69,22oz_tapered_-_stainless_steel
25oz_Barrel_Football_-_Stainless_Steel__View-1.jpeg,25oz Barrel Football - Stainless Steel,View-1,69,25oz_barrel_football_-_stainless_steel
30oz_Skinny_-_Stainless_Steel__View-1.jpeg,30oz Skinny - Stainless Steel,View-1,69,30oz_skinny_-_stainless_steel
30oz_Curve_-_Stainless_Steel__View-1.jpeg,30oz Curve - Stainless Steel,View-1,69,30oz_curve_-_stainless_steel
30oz_Tumbler_-_Stainless_Steel__View-1.jpeg,30oz Tumbler - Stainless Steel,View-1,69,30oz_tumbler_-_stainless_steel
30oz_Thick_-_Stainless_Steel__View-1.jpeg,30oz Thick - Stainless Steel,View-1,69,30oz_thick_-_stainless_steel
32oz_Tapered_-_Stainless_Steel__View-1.jpeg,32oz Tapered - Stainless Steel,View-1,70,32oz_tapered_-_stainless_steel
32oz_Hydro_-_Stainless_Steel__View-1.jpeg,32oz Hydro - Stainless Steel,View-1,70,32oz_hydro_-_stainless_steel
40oz_Tumbler_-_Stainless_Steel__View-1.jpeg,40oz Tumbler - Stainless Steel,View-1,70,40oz_tumbler_-_stainless_steel
20oz_Cooler_and_Cocktail_Shaker_-_Stainless_Steel__View-1.jpeg,20oz Cooler and Cocktail Shaker - Stainless Steel,View-1,70,20oz_cooler_and_cocktail_shaker_-_stainless_steel
Universal_Can_Cooler_-_Stainless_Steel__View-1.jpeg,Universal Can Cooler - Stainless Steel,View-1,70,universal_can_cooler_-_stainless_steel
30oz_Thick_-_Stainless_Steel__View-2.jpeg,30oz Thick - Stainless Steel,View-2,70,30oz_thick_-_stainless_steel
Acrylic_Circle_Blank__1in.jpeg,Acrylic Circle Blank,1in,71,acrylic_circle_blank
Acrylic_Circle_Blank__2in.jpeg,Acrylic Circle Blank,2in,71,acrylic_circle_blank
Acrylic_Circle_Blank__2.5in.jpeg,Acrylic Circle Blank,2.5in,71,acrylic_circle_blank
Acrylic_Circle_Blank__3in.jpeg,Acrylic Circle Blank,3in,71,acrylic_circle_blank
Acrylic_Apple_Blank_2.5in__View-1.jpeg,Acrylic Apple Blank 2.5in,View-1,71,acrylic_apple_blank_2.5in
Acrylic_Bone_Blank_2.5in__View-1.jpeg,Acrylic Bone Blank 2.5in,View-1,71,acrylic_bone_blank_2.5in
Acrylic_Cross_Blank_2.5in__View-1.jpeg,Acrylic Cross Blank 2.5in,View-1,71,acrylic_cross_blank_2.5in
Acrylic_Heart_Blank_2.5in__View-1.jpeg,Acrylic Heart Blank 2.5in,View-1,71,acrylic_heart_blank_2.5in
Acrylic_Puzzle_Blank_2.5in__View-1.jpeg,Acrylic Puzzle Blank 2.5in,View-1,71,acrylic_puzzle_blank_2.5in
Acrylic_Ribbon_Blank_2.5in__View-1.jpeg,Acrylic Ribbon Blank 2.5in,View-1,71,acrylic_ribbon_blank_2.5in
